"customername","customerkey","gender","yearlyincome","city","country","state"
"Samantha Harris",24487,"F","40000.00","Newton","Canada","British Columbia"
"Gavin Gonzales",24488,"M","40000.00","Vancouver","Canada","British Columbia"
"Shelby Murphy",24489,"F","40000.00","Haney","Canada","British Columbia"
"Dwayne Suarez",24490,"M","30000.00","Bremerton","United States","Washington"
"Kaitlyn Russell",24491,"F","30000.00","Sooke","Canada","British Columbia"
"Devin Lopez",24492,"M","30000.00","Lakewood","United States","California"
"Seth Bennett",24493,"M","30000.00","Newton","Canada","British Columbia"
"Rafael Zhou",24494,"M","30000.00","Coffs Harbour","Australia","New South Wales"
"Kellie Ortega",24495,"F","30000.00","Hervey Bay","Australia","Queensland"
"Katelyn Mitchell",24496,"F","40000.00","Sooke","Canada","British Columbia"
"Abigail James",24497,"F","40000.00","Port Orchard","United States","Washington"
"Angela Washington",24498,"F","40000.00","W. Linn","United States","Oregon"
"Olivia Lewis",24499,"F","30000.00","Spring Valley","United States","California"
"Seth Johnson",24500,"M","40000.00","Puyallup","United States","Washington"
"Victoria Garcia",24501,"F","30000.00","Haney","Canada","British Columbia"
"Deb Price",24502,"M","40000.00","Port Macquarie","Australia","New South Wales"
"Laura Ma",24503,"F","40000.00","Goulburn","Australia","New South Wales"
"Eddie Navarro",24504,"M","40000.00","Lane Cove","Australia","New South Wales"
"Clifford Gonzalez",24505,"M","40000.00","Perth","Australia","South Australia"
"Jaime Muñoz",24506,"F","60000.00","South Melbourne","Australia","Victoria"
"Madison Garcia",24507,"F","40000.00","Edmonds","United States","Washington"
"Alex Phillips",24508,"M","40000.00","Milwaukie","United States","Oregon"
"Emma Long",24509,"F","40000.00","Spokane","United States","Washington"
"Christian Martinez",24510,"M","40000.00","Walla Walla","United States","Washington"
"Logan Hall",24511,"M","40000.00","Woodburn","United States","Oregon"
"Christy Andersen",27780,"F","20000.00","Dunkerque","France","Nord"
"Adrienne Jiménez",24512,"F","40000.00","Burlingame","United States","California"
"Alejandro Deng",24513,"M","40000.00","Colma","United States","California"
"Jesse Phillips",24514,"M","40000.00","Mill Valley","United States","California"
"Ian Jones",24515,"M","40000.00","San Diego","United States","California"
"Rachel Moore",24516,"F","40000.00","Colma","United States","California"
"Brandon Harris",24517,"M","50000.00","Daly City","United States","California"
"Douglas Raman",24545,"M","170000.00","Warrington","United Kingdom","England"
"Stephanie Allen",24518,"F","50000.00","Lakewood","United States","California"
"Carlos King",24519,"M","50000.00","Redwood City","United States","California"
"Joseph Wilson",24520,"M","60000.00","Burbank","United States","California"
"Jordyn Wood",24521,"F","80000.00","Kirkland","United States","Washington"
"Alex Perez",24522,"M","80000.00","Santa Monica","United States","California"
"Mariah Coleman",24523,"F","80000.00","Colma","United States","California"
"Megan Lewis",24524,"F","90000.00","Concord","United States","California"
"James Nelson",24525,"M","90000.00","Langford","Canada","British Columbia"
"Julian Barnes",24526,"M","100000.00","Lemon Grove","United States","California"
"Gavin Coleman",24527,"M","110000.00","Santa Cruz","United States","California"
"Katherine Hernandez",24528,"F","110000.00","Colma","United States","California"
"Jillian Martinez",24529,"F","130000.00","Berkeley","United States","California"
"Franklin She",24530,"M","160000.00","Burien","United States","Washington"
"Andres Xie",24531,"M","130000.00","Paderborn","Germany","Hamburg"
"Phillip Perez",24532,"M","130000.00","Stuttgart","Germany","Saarland"
"Blake Long",24533,"M","130000.00","Esher-Molesey","United Kingdom","England"
"Alisha Luo",24534,"F","150000.00","Maidenhead","United Kingdom","England"
"David Shepard",24535,"F","110000.00","Roncq","France","Nord"
"Cynthia Perez",24536,"F","130000.00","Kassel","Germany","Hessen"
"Cynthia Saunders",24537,"F","150000.00","London","United Kingdom","England"
"Latasha Diaz",24538,"F","100000.00","Colombes","France","Hauts de Seine"
"Colin Zheng",24539,"M","110000.00","Versailles","France","Yveline"
"Janet Martin",24540,"F","120000.00","Bury","United Kingdom","England"
"Janet Sheperdigian",24541,"M","170000.00","Warrington","United Kingdom","England"
"Arturo Liang",24542,"M","100000.00","Paris","France","Seine (Paris)"
"Arthur Moreno",24543,"M","110000.00","Sèvres","France","Hauts de Seine"
"Kellie Romero",24544,"F","110000.00","Berlin","Germany","Hessen"
"Adam Hughes",24546,"M","80000.00","Runcorn","United Kingdom","England"
"Dana Gomez",24547,"F","90000.00","Braunschweig","Germany","Nordrhein-Westfalen"
"Crystal Liu",24548,"F","110000.00","Paderborn","Germany","Nordrhein-Westfalen"
"Darryl Li",24549,"M","130000.00","Berkshire","United Kingdom","England"
"Randy Ma",24550,"M","130000.00","London","United Kingdom","England"
"Molly Malhotra",24551,"F","60000.00","Bobigny","France","Seine Saint Denis"
"Ross Carlson",24552,"M","70000.00","Pantin","France","Seine Saint Denis"
"Michele Ashe",24553,"F","90000.00","Hof","Germany","Bayern"
"Deanna Fernandez",24554,"F","130000.00","London","United Kingdom","England"
"Lacey Chande",24555,"F","130000.00","Oxford","United Kingdom","England"
"Claudia Yang",24556,"F","90000.00","Paris La Defense","France","Hauts de Seine"
"Franklin Lin",24557,"M","170000.00","Wokingham","United Kingdom","England"
"Savannah Brooks",24558,"F","90000.00","Billericay","United Kingdom","England"
"Adrienne Suarez",24559,"F","80000.00","Cergy","France","Val d'Oise"
"Veronica Fernandez",24560,"F","100000.00","Metz","France","Moselle"
"Megan Sherman",24561,"M","100000.00","Saarbrücken","Germany","Saarland"
"Ricky Rubio",24562,"M","110000.00","Hamburg","Germany","Hamburg"
"Adriana Rodriguez",24563,"F","130000.00","Kassel","Germany","Hessen"
"Johnny Andersen",24564,"M","110000.00","Dresden","Germany","Hessen"
"Theodore Navarro",24565,"M","110000.00","Salzgitter","Germany","Hessen"
"Kara Nara",24566,"F","170000.00","York","United Kingdom","England"
"Alison Deng",24567,"F","80000.00","Paris","France","Seine (Paris)"
"Jose Mitchell",24568,"M","130000.00","Gateshead","United Kingdom","England"
"Bob Gonzalez",24569,"M","130000.00","Oxford","United Kingdom","England"
"Karen Guo",24570,"F","90000.00","Bobigny","France","Seine Saint Denis"
"Roberto Navarro",24571,"M","90000.00","Les Ulis","France","Essonne"
"Carolyn Martinez",24572,"F","100000.00","Bonn","Germany","Nordrhein-Westfalen"
"Colin Rai",24573,"M","130000.00","London","United Kingdom","England"
"Alison Yuan",24574,"F","150000.00","High Wycombe","United Kingdom","England"
"Arturo Zhu",24575,"M","150000.00","Kirkby","United Kingdom","England"
"Jake Hu",24576,"M","150000.00","Leeds","United Kingdom","England"
"Gilbert Lal",24577,"M","170000.00","Woolston","United Kingdom","England"
"Meredith Lopez",24578,"F","90000.00","Saint-Denis","France","Seine Saint Denis"
"Trevor Alexander",24579,"M","100000.00","Bottrop","Germany","Nordrhein-Westfalen"
"Wesley Zhao",24580,"M","110000.00","Solingen","Germany","Nordrhein-Westfalen"
"Reginald Diaz",24581,"M","130000.00","Oxford","United Kingdom","England"
"Marie Sai",24582,"F","160000.00","Woolston","United Kingdom","England"
"Roy Chandra",24583,"M","170000.00","York","United Kingdom","England"
"Ronnie Liang",24584,"M","60000.00","Rhodes","Australia","New South Wales"
"Harold Patel",24585,"M","60000.00","Bendigo","Australia","Victoria"
"Jerry Luo",24586,"M","70000.00","Gold Coast","Australia","Queensland"
"Suzanne Sun",24587,"F","70000.00","Brisbane","Australia","Queensland"
"Kathryn Becker",24588,"F","70000.00","Lavender Bay","Australia","New South Wales"
"Laura Zhao",24589,"F","70000.00","East Brisbane","Australia","Queensland"
"Diana Alonso",24590,"F","70000.00","Wollongong","Australia","New South Wales"
"Derek Pal",24591,"M","70000.00","Townsville","Australia","Queensland"
"Jay Martinez",24592,"M","90000.00","Findon","Australia","South Australia"
"Destiny Watson",24593,"F","70000.00","Sydney","Australia","New South Wales"
"Franklin Yuan",24594,"M","70000.00","Gold Coast","Australia","Queensland"
"Kelvin Wu",24595,"M","80000.00","Lane Cove","Australia","New South Wales"
"Heather Zhao",24596,"F","80000.00","Wollongong","Australia","New South Wales"
"Lee Dominguez",24597,"M","90000.00","Sydney","Australia","New South Wales"
"Irma Sherwood",24598,"M","100000.00","Hobart","Australia","Tasmania"
"Virginia Garcia",24599,"F","130000.00","Seaford","Australia","Victoria"
"Lisa Li",24600,"F","90000.00","Geelong","Australia","Victoria"
"Natasha Munoz",24601,"F","90000.00","Geelong","Australia","Victoria"
"Preston Garcia",24602,"M","90000.00","North Ryde","Australia","New South Wales"
"Jake Zhu",24603,"M","80000.00","Hervey Bay","Australia","Queensland"
"Melvin Rai",24604,"M","90000.00","Sydney","Australia","New South Wales"
"Roger Wang",24605,"M","100000.00","Townsville","Australia","Queensland"
"Cassie Nath",24606,"F","100000.00","Melton","Australia","Victoria"
"Kristine Ruiz",24607,"F","80000.00","Rockhampton","Australia","Queensland"
"Katrina Nara",24608,"F","110000.00","Hawthorne","Australia","Queensland"
"Jenny Zhang",24609,"F","120000.00","Geelong","Australia","Victoria"
"Troy Kapoor",24610,"M","130000.00","Darlinghurst","Australia","New South Wales"
"Pedro Suarez",24611,"M","90000.00","Cloverdale","Australia","South Australia"
"Devon Chander",24612,"M","90000.00","Warrnambool","Australia","Victoria"
"Stacy Serrano",24613,"F","100000.00","Melton","Australia","Victoria"
"Lindsey Raje",24614,"F","120000.00","Seaford","Australia","Victoria"
"Dwayne Ortega",24615,"M","110000.00","Melbourne","Australia","Victoria"
"Zoe Cook",24616,"F","40000.00","San Carlos","United States","California"
"Kelsey She",24617,"F","30000.00","Burien","United States","Washington"
"Brett Gonzalez",24618,"M","30000.00","Chula Vista","United States","California"
"Shelby Kelly",24619,"F","30000.00","El Cajon","United States","California"
"Olivia Morgan",24620,"F","30000.00","Fremont","United States","California"
"Chad Shan",24621,"M","40000.00","Cliffside","Canada","British Columbia"
"Blake Hall",24622,"M","50000.00","Woodburn","United States","Oregon"
"Beth Torres",24623,"F","60000.00","Bellingham","United States","Washington"
"Allison Murphy",24624,"F","60000.00","Fremont","United States","California"
"Yolanda Nath",24625,"F","60000.00","Cliffside","Canada","British Columbia"
"Seth Bryant",24626,"M","60000.00","Lincoln Acres","United States","California"
"Eric Edwards",24627,"M","60000.00","Metchosin","Canada","British Columbia"
"David Walker",24628,"M","60000.00","Lincoln Acres","United States","California"
"Seth Perry",24629,"M","60000.00","Oakland","United States","California"
"Brianna Howard",24630,"F","60000.00","Westminster","Canada","British Columbia"
"Hannah Powell",24631,"F","60000.00","Colma","United States","California"
"Catherine James",24632,"F","60000.00","Walla Walla","United States","Washington"
"Xavier Cook",24633,"M","60000.00","W. Linn","United States","Oregon"
"Crystal He",24634,"F","60000.00","Bremerton","United States","Washington"
"Gabrielle Rogers",24635,"F","60000.00","San Gabriel","United States","California"
"Anna Ward",24636,"F","60000.00","Lake Oswego","United States","Oregon"
"Nathan Flores",24637,"M","40000.00","Shawnee","Canada","British Columbia"
"Julia Lopez",24638,"F","40000.00","Oakland","United States","California"
"Ian Moore",24639,"M","50000.00","Haney","Canada","British Columbia"
"Lisa Yang",24640,"F","50000.00","Beverly Hills","United States","California"
"Sarah Powell",24641,"F","60000.00","La Jolla","United States","California"
"Edward Russell",24642,"M","60000.00","W. Linn","United States","Oregon"
"Jada Campbell",24643,"F","60000.00","Torrance","United States","California"
"Samuel Johnston",24644,"M","60000.00","El Cajon","United States","California"
"Bryce Murphy",24645,"M","60000.00","Burien","United States","Washington"
"Juan Murphy",24646,"M","30000.00","Royal Oak","Canada","British Columbia"
"Jose Simmons",24647,"M","30000.00","Metchosin","Canada","British Columbia"
"Amanda King",24648,"F","30000.00","Grossmont","United States","California"
"Aaron Washington",24649,"M","40000.00","Metchosin","Canada","British Columbia"
"Julia Baker",24650,"F","20000.00","Lincoln Acres","United States","California"
"Dakota Alexander",24651,"M","20000.00","Olympia","United States","Washington"
"Luke Butler",24652,"M","20000.00","Edmonds","United States","Washington"
"Victoria Barnes",24653,"F","40000.00","Lynnwood","United States","Washington"
"Paige Simmons",24654,"F","40000.00","Imperial Beach","United States","California"
"Taylor Sanders",24655,"F","70000.00","Burbank","United States","California"
"Julia Moore",24656,"F","70000.00","Colma","United States","California"
"Mindy Shan",25117,"F","70000.00","Malabar","Australia","New South Wales"
"Alyssa Brooks",24657,"F","40000.00","Tacoma","United States","Washington"
"Jenna Perez",24658,"F","40000.00","Tacoma","United States","Washington"
"Anna Perry",24660,"F","70000.00","West Covina","United States","California"
"Madison Jones",24661,"F","70000.00","Haney","Canada","British Columbia"
"Arianna Price",24662,"F","70000.00","Spring Valley","United States","California"
"Ebony Fernandez",24663,"F","40000.00","Cliffside","Canada","British Columbia"
"Ian Washington",24664,"M","40000.00","Langford","Canada","British Columbia"
"Angela Morgan",24665,"F","40000.00","Newton","Canada","British Columbia"
"Hannah Martinez",24666,"F","40000.00","Port Hammond","Canada","British Columbia"
"Chloe Diaz",24667,"F","60000.00","Seattle","United States","Washington"
"Katrina Xu",24668,"F","60000.00","Coronado","United States","California"
"Xavier Parker",24669,"M","70000.00","San Gabriel","United States","California"
"Alexandria Ross",24670,"F","70000.00","Santa Monica","United States","California"
"Christian Perry",24671,"M","40000.00","Newton","Canada","British Columbia"
"Jeremy Cook",24672,"M","60000.00","Tacoma","United States","Washington"
"Paige Cox",24673,"F","70000.00","Newport Beach","United States","California"
"Dylan Kumar",24674,"M","70000.00","Spring Valley","United States","California"
"Jackson Nelson",24675,"M","70000.00","West Covina","United States","California"
"Jeremy Roberts",24676,"M","60000.00","Seattle","United States","Washington"
"Blake Lee",24677,"M","60000.00","Burlingame","United States","California"
"Nathan Long",24678,"M","60000.00","Coronado","United States","California"
"Wyatt Hernandez",24679,"M","70000.00","Novato","United States","California"
"Thomas Flores",24680,"M","80000.00","San Diego","United States","California"
"Arianna Murphy",24681,"F","80000.00","Santa Cruz","United States","California"
